"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Architect",193000,"USD",193000,"US",100,"US","M"
2024,"SE","FT","Research Scientist",146000,"USD",146000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",186300,"USD",186300,"US",100,"US","M"
2024,"SE","FT","Data Architect",115000,"USD",115000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",190100,"USD",190100,"US",100,"US","M"
2024,"EN","FT","Insight Analyst",50000,"USD",50000,"US",100,"US","M"
2023,"SE","FT","Data Modeler",147100,"USD",147100,"US",0,"US","M"
2023,"SE","FT","Data Science",115000,"USD",115000,"US",0,"US","M"
2022,"SE","FT","Data Architect",131300,"USD",131300,"US",100,"US","L"
2023,"SE","FT","Data Engineer",107600,"USD",107600,"US",0,"US","M"
2022,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"MI","FT","Data Manager",115500,"USD",115500,"US",0,"US","M"
2024,"MI","FT","Machine Learning Operations Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",106960,"USD",106960,"US",0,"US","M"
2024,"SE","FT","Data Analyst",153900,"USD",153900,"US",0,"US","M"
2024,"EX","FT","Head of Data",250000,"USD",250000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M"
2024,"SE","FT","Business Intelligence",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",269100,"USD",269100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204000,"USD",204000,"US",0,"US","M"
2024,"SE","FT","Applied Scientist",290000,"USD",290000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",250000,"USD",250000,"US",0,"US","M"
2024,"SE","FT","Data Architect",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Data Analytics Manager",68637,"USD",68637,"US",0,"US","M"
2023,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",94000,"USD",94000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Engineer",65000,"USD",65000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",154000,"USD",154000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",162000,"USD",162000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",231250,"USD",231250,"US",0,"US","M"
2022,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",73500,"USD",73500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",93500,"USD",93500,"US",100,"US","M"
2023,"MI","FT","Analytics Engineer",50000,"GBP",61520,"GB",0,"GB","M"
2022,"MI","FT","Data Analyst",30000,"GBP",36940,"GB",100,"GB","M"
2024,"EN","FT","Data Analyst",101000,"USD",101000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2021,"EN","FT","Machine Learning Research Engineer",20000,"USD",20000,"FR",50,"FR","M"
2024,"SE","FT","Data Engineer",118000,"USD",118000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",80000,"GBP",98432,"GB",0,"GB","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2024,"MI","FT","Data Analytics Manager",145400,"USD",145400,"US",0,"US","M"
2022,"SE","FT","Data Engineer",215000,"USD",215000,"US",100,"US","M"
2020,"SE","FT","Data Scientist",60000,"EUR",68428,"GR",100,"US","L"
2023,"SE","FT","ETL Developer",113000,"USD",113000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Engineer",108500,"USD",108500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2022,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",247300,"USD",247300,"US",0,"US","M"
2023,"EX","FT","Data Science Manager",140100,"USD",140100,"US",0,"US","L"
2024,"SE","FT","Data Scientist",225000,"USD",225000,"CA",0,"CA","M"
2023,"MI","FT","Data Scientist",123740,"USD",123740,"US",0,"US","M"
2024,"MI","FT","Data Scientist",240000,"USD",240000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",40000,"GBP",50000,"GB",0,"GB","M"
2024,"SE","FT","Data Scientist",184800,"USD",184800,"US",0,"US","M"
2024,"SE","FT","Data Analyst",207300,"USD",207300,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Analyst",120672,"USD",120672,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",157550,"USD",157550,"US",0,"US","M"
2024,"SE","FT","Research Scientist",245000,"USD",245000,"US",0,"US","M"
2023,"MI","FT","Data Manager",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Manager",168400,"USD",168400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",182250,"USD",182250,"US",0,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",0,"US","M"
2022,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",126500,"USD",126500,"US",0,"US","M"
2024,"SE","FT","Data Scientist",174500,"USD",174500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",221000,"USD",221000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",201450,"USD",201450,"US",100,"US","M"
2024,"SE","FT","Data Engineer",127000,"USD",127000,"CA",0,"CA","M"
2023,"MI","FT","Data Engineer",48000,"EUR",51824,"FR",100,"FR","M"
2024,"SE","FT","Data Scientist",123000,"USD",123000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2024,"SE","FT","Business Intelligence",150000,"USD",150000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",92000,"USD",92000,"US",0,"US","M"
2024,"SE","FT","Data Analytics Lead",239300,"USD",239300,"US",0,"US","M"
2023,"MI","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",98000,"USD",98000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",208000,"USD",208000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",157500,"USD",157500,"US",100,"US","M"
2020,"EN","FT","Research Scientist",42000,"USD",42000,"NL",50,"NL","L"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",127876,"USD",127876,"US",0,"US","M"
2022,"SE","FT","Data Scientist",99360,"USD",99360,"US",100,"US","M"
2023,"MI","FT","Data Scientist",111024,"CAD",82254,"CA",100,"CA","L"
2022,"MI","FT","Data Engineer",90000,"GBP",110820,"GB",0,"GB","M"
2024,"SE","FT","Business Intelligence",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Modeler",140000,"USD",140000,"US",0,"US","M"
2022,"EX","FT","Analytics Engineer",157000,"USD",157000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",53000,"USD",53000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",76050,"USD",76050,"ZA",0,"ZA","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Research Scientist",127300,"USD",127300,"US",0,"US","L"
2024,"MI","FT","Robotics Engineer",90000,"USD",90000,"US",0,"US","M"
2022,"EN","FT","Data Analyst",46000,"USD",46000,"US",100,"US","L"
2023,"SE","FT","Data Scientist",135000,"USD",135000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",155000,"USD",155000,"CA",0,"CA","M"
2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",100,"US","M"
2023,"SE","FT","Data Engineer",138750,"USD",138750,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",93300,"USD",93300,"EG",0,"EG","M"
2023,"SE","FT","Research Engineer",115607,"USD",115607,"US",0,"US","M"
2024,"EN","FT","Research Analyst",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",131100,"USD",131100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",212500,"USD",212500,"US",0,"US","M"
2022,"SE","FT","Data Analyst",69000,"USD",69000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",132000,"USD",132000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",108000,"USD",108000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",127300,"USD",127300,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"EN","FT","Data Scientist",150000,"PLN",34924,"TR",0,"PL","M"
2024,"SE","FT","Data Scientist",185400,"USD",185400,"US",0,"US","M"
2022,"EN","FT","Data Analyst",48000,"USD",48000,"US",0,"US","M"
2022,"MI","FT","Analytics Engineer",60000,"GBP",73880,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2022,"SE","FT","Data Analytics Manager",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",211000,"USD",211000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",165500,"USD",165500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",176300,"USD",176300,"US",100,"US","M"
2023,"SE","FT","Data Architect",193000,"USD",193000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",146115,"USD",146115,"US",100,"US","M"
2024,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",220000,"USD",220000,"US",0,"US","M"
2024,"MI","FT","Data Analytics Consultant",57500,"USD",57500,"US",100,"US","M"
2024,"SE","FT","Data Architect",64200,"USD",64200,"US",0,"US","M"
2023,"MI","FT","Data Engineer",112000,"USD",112000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106020,"USD",106020,"US",0,"US","M"
2023,"SE","FT","Data Manager",233500,"USD",233500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",194100,"USD",194100,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Manager",166500,"USD",166500,"US",0,"US","M"
2024,"MI","FT","BI Analyst",70000,"USD",70000,"US",100,"US","M"
2022,"SE","FT","Analytics Engineer",138750,"USD",138750,"US",100,"US","M"
2022,"MI","FT","Data Analyst",40000,"GBP",49253,"GB",100,"GB","M"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2023,"SE","FT","Business Intelligence Developer",169000,"USD",169000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",50000,"GBP",62500,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",184000,"USD",184000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Data Manager",145000,"USD",145000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",123471,"USD",123471,"GB",100,"GB","M"
2023,"SE","FT","Machine Learning Engineer",323300,"USD",323300,"US",0,"US","M"
2024,"MI","FT","ML Engineer",110000,"USD",110000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",116990,"USD",116990,"US",100,"US","M"
2024,"SE","FT","Data Scientist",147500,"USD",147500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",132624,"USD",132624,"US",100,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",351000,"USD",351000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",124740,"USD",124740,"US",0,"US","M"
2022,"EN","FL","Data Analytics Consultant",50000,"USD",50000,"BE",100,"US","S"
2023,"SE","FT","Data Engineer",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2022,"SE","FT","Data Science Engineer",60000,"USD",60000,"AR",100,"MX","L"
2024,"EN","FT","Research Analyst",84068,"USD",84068,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",202350,"USD",202350,"US",0,"US","M"
2023,"EN","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",173000,"USD",173000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",36000,"EUR",38868,"ES",0,"ES","M"
2023,"MI","FT","Data Analyst",39000,"EUR",42107,"DE",50,"DE","M"
2024,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Engineer",108500,"USD",108500,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",108500,"USD",108500,"US",100,"US","M"
2024,"MI","FT","Data Science Manager",180000,"USD",180000,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",100,"US","M"
2023,"SE","FT","Data Engineer",171250,"USD",171250,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"SE","FT","Data Scientist",215000,"USD",215000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",132100,"USD",132100,"US",100,"US","M"
2024,"MI","FT","Data Engineer",143000,"USD",143000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"EN","FT","Research Scientist",252990,"USD",252990,"US",100,"US","M"
2024,"SE","FT","Data Science Consultant",109000,"USD",109000,"US",0,"US","M"
2024,"MI","FT","Research Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",123000,"USD",123000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",180700,"USD",180700,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",148594,"USD",148594,"US",0,"US","M"
2024,"SE","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Architect",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Software Engineer",189000,"USD",189000,"US",0,"US","M"
2023,"SE","FT","AI Engineer",136800,"USD",136800,"US",0,"US","M"
2022,"SE","FT","Data Analyst",93700,"USD",93700,"US",100,"US","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M"
2024,"EN","FT","Data Science",86900,"USD",86900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",100,"US","M"
2023,"MI","FT","Data Engineer",123000,"USD",123000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",215000,"USD",215000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",238000,"USD",238000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",161500,"USD",161500,"US",0,"US","M"
2023,"MI","FT","Data Analyst",98873,"USD",98873,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",156400,"USD",156400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",194500,"USD",194500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",161000,"USD",161000,"US",0,"US","M"
2023,"SE","FT","BI Data Analyst",67000,"EUR",72338,"DE",100,"DE","M"
2021,"MI","FT","Data Architect",150000,"USD",150000,"US",100,"US","L"
2023,"SE","FT","Data Engineer",105200,"USD",105200,"US",0,"US","M"
2022,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"SE","FT","Data Analytics Lead",115920,"USD",115920,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"MI","FT","Data Strategist",134400,"USD",134400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",180514,"USD",180514,"US",100,"US","M"
2023,"MI","FT","Data Manager",120000,"USD",120000,"US",0,"US","M"
2021,"SE","FT","Data Specialist",165000,"USD",165000,"US",100,"US","L"
2024,"SE","FT","Data Engineer",190000,"USD",190000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",267900,"USD",267900,"US",0,"US","M"
2024,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",226600,"USD",226600,"US",0,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",113000,"USD",113000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",111500,"USD",111500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"MI","FT","Data Scientist",130410,"USD",130410,"US",0,"US","M"
2024,"MI","FT","Data Engineer",70000,"USD",70000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",50000,"GBP",61566,"GB",0,"GB","M"
2023,"MI","FT","Applied Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",206000,"USD",206000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",122000,"USD",122000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",143520,"USD",143520,"US",0,"US","M"
2024,"SE","FT","Machine Learning Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Manager",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",165400,"USD",165400,"US",0,"US","M"
2023,"EX","FT","Data Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",50000,"USD",50000,"US",100,"US","M"
2024,"MI","FT","Robotics Software Engineer",198000,"USD",198000,"US",0,"US","M"
2023,"MI","FT","Analytics Engineer",700000,"USD",700000,"US",100,"US","M"
2022,"SE","FT","Data Architect",63000,"USD",63000,"US",0,"US","M"
2021,"SE","FT","Data Analyst",54000,"EUR",63831,"DE",50,"DE","L"
2023,"SE","FT","Data Engineer",178500,"USD",178500,"US",100,"US","M"
2023,"EX","FT","Data Scientist",228856,"USD",228856,"GB",100,"GB","M"
2023,"MI","FT","Data Science Lead",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",139000,"USD",139000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",105700,"USD",105700,"US",0,"US","L"
2023,"MI","FT","Data Scientist",128750,"USD",128750,"US",0,"US","M"
2024,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",151900,"USD",151900,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",221500,"USD",221500,"US",0,"US","M"
2023,"MI","FT","MLOps Engineer",124000,"USD",124000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Modeler",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",167200,"USD",167200,"US",100,"US","M"
2023,"SE","FT","Data Engineer",204500,"USD",204500,"US",0,"US","M"
2024,"EX","FT","Data Analyst",50000,"GBP",62500,"GB",0,"GB","M"
2022,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",69000,"USD",69000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",0,"US","M"
2023,"EX","FT","Director of Data Science",201900,"USD",201900,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Developer",110600,"USD",110600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",106800,"USD",106800,"US",0,"US","M"
2024,"MI","FT","Data Science",66000,"USD",66000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2024,"SE","FT","Data Engineer",240500,"USD",240500,"US",0,"US","L"
2023,"MI","FT","Analytics Engineer",116480,"USD",116480,"US",0,"US","M"
2022,"SE","FT","Data Engineer",105200,"USD",105200,"US",0,"US","M"
2022,"SE","FT","Data Scientist",153000,"USD",153000,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",106720,"USD",106720,"US",0,"US","M"
2022,"SE","FT","Data Analyst",99450,"USD",99450,"US",100,"US","M"
2023,"MI","FT","Data Engineer",110000,"USD",110000,"FR",100,"FR","M"
2022,"SE","FT","Machine Learning Engineer",164000,"USD",164000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2024,"SE","FT","Data Lead",60860,"GBP",76075,"US",0,"US","M"
2023,"SE","FT","Data Analyst",52000,"EUR",56143,"ES",100,"ES","M"
2024,"MI","FT","Data Analyst",149000,"USD",149000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",106020,"USD",106020,"US",0,"US","M"
2023,"SE","FT","Data Engineer",290000,"USD",290000,"US",100,"US","M"
2024,"SE","FT","Data Architect",400000,"USD",400000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",106500,"USD",106500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",236160,"USD",236160,"US",100,"US","M"
2023,"SE","FT","Data Engineer",121000,"USD",121000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",168854,"USD",168854,"US",0,"US","M"
2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",137500,"USD",137500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",262000,"USD",262000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Software Engineer",217600,"USD",217600,"US",0,"US","M"
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",147400,"USD",147400,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",164000,"USD",164000,"US",100,"US","M"
2023,"MI","FT","Business Intelligence Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Research Engineer",189110,"USD",189110,"US",0,"US","M"
2023,"SE","FT","Data Scientist",167310,"USD",167310,"US",0,"US","M"
2023,"SE","FT","Data Scientist",167200,"USD",167200,"US",100,"US","M"
2023,"SE","FT","Data Engineer",139700,"USD",139700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M"
2024,"EX","FT","Head of Machine Learning",438000,"USD",438000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",73100,"USD",73100,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",61600,"USD",61600,"US",0,"US","M"
2024,"EX","FT","Data Science",97254,"USD",97254,"US",0,"US","M"
2020,"SE","FT","Data Engineer",720000,"MXN",33511,"MX",0,"MX","S"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",43000,"EUR",46426,"SI",0,"SI","M"
2024,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",100,"US","M"
2023,"MI","FT","Data Engineer",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Modeler",142200,"USD",142200,"US",0,"US","M"
2024,"MI","FT","Data Science",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",212800,"USD",212800,"US",0,"US","M"
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",245000,"USD",245000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",2500000,"INR",31795,"IN",100,"US","M"
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M"
2024,"MI","FT","Data Science",106000,"USD",106000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",250000,"USD",250000,"US",0,"US","M"
2024,"SE","FT","Applied Scientist",168600,"USD",168600,"US",100,"US","M"
2023,"SE","FT","Data Scientist",359170,"USD",359170,"US",0,"US","M"
2023,"EN","FT","Research Analyst",47423,"USD",47423,"US",0,"US","M"
2024,"MI","FT","Data Science Manager",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126800,"USD",126800,"US",0,"US","M"
2022,"SE","FT","Data Scientist",100000,"USD",100000,"BR",100,"US","M"
2023,"SE","FT","Research Scientist",278700,"USD",278700,"US",0,"US","M"
2023,"SE","FT","Data Engineer",255000,"USD",255000,"US",0,"US","M"
2022,"MI","FT","Machine Learning Infrastructure Engineer",53000,"EUR",55685,"PT",50,"PT","L"
2024,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",30000,"USD",30000,"MX",100,"MX","L"
2022,"SE","FT","Data Science Manager",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",111600,"USD",111600,"US",0,"US","L"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",92000,"USD",92000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",115500,"USD",115500,"US",0,"US","M"
